REG	minecraft:item	1506
E	minecraft:item	1194	minecraft:phantom_spawn_egg
E	minecraft:item	1195	minecraft:silverfish_spawn_egg
E	minecraft:item	1196	minecraft:slime_spawn_egg
E	minecraft:item	1197	minecraft:warden_spawn_egg
E	minecraft:item	1198	minecraft:witch_spawn_egg
E	minecraft:item	1199	minecraft:evoker_spawn_egg
E	minecraft:item	1200	minecraft:pillager_spawn_egg
E	minecraft:item	1201	minecraft:ravager_spawn_egg
E	minecraft:item	1202	minecraft:vindicator_spawn_egg
E	minecraft:item	1203	minecraft:vex_spawn_egg
E	minecraft:item	1204	minecraft:blaze_spawn_egg
E	minecraft:item	1205	minecraft:ghast_spawn_egg
E	minecraft:item	1206	minecraft:happy_ghast_spawn_egg
E	minecraft:item	1207	minecraft:hoglin_spawn_egg
E	minecraft:item	1208	minecraft:magma_cube_spawn_egg
E	minecraft:item	1209	minecraft:piglin_spawn_egg
E	minecraft:item	1210	minecraft:piglin_brute_spawn_egg
E	minecraft:item	1211	minecraft:strider_spawn_egg
E	minecraft:item	1212	minecraft:zoglin_spawn_egg
E	minecraft:item	1213	minecraft:zombified_piglin_spawn_egg
E	minecraft:item	1214	minecraft:ender_dragon_spawn_egg
E	minecraft:item	1215	minecraft:enderman_spawn_egg
E	minecraft:item	1216	minecraft:endermite_spawn_egg
E	minecraft:item	1217	minecraft:shulker_spawn_egg
E	minecraft:item	1218	minecraft:experience_bottle
E	minecraft:item	1219	minecraft:fire_charge
E	minecraft:item	1220	minecraft:wind_charge
E	minecraft:item	1221	minecraft:writable_book
E	minecraft:item	1222	minecraft:written_book
E	minecraft:item	1223	minecraft:breeze_rod
E	minecraft:item	1224	minecraft:mace
E	minecraft:item	1225	minecraft:item_frame
E	minecraft:item	1226	minecraft:glow_item_frame
E	minecraft:item	1227	minecraft:flower_pot
E	minecraft:item	1228	minecraft:carrot
E	minecraft:item	1229	minecraft:potato
E	minecraft:item	1230	minecraft:baked_potato
E	minecraft:item	1231	minecraft:poisonous_potato
E	minecraft:item	1232	minecraft:map
E	minecraft:item	1233	minecraft:golden_carrot
E	minecraft:item	1234	minecraft:skeleton_skull
E	minecraft:item	1235	minecraft:wither_skeleton_skull
E	minecraft:item	1236	minecraft:player_head
E	minecraft:item	1237	minecraft:zombie_head
E	minecraft:item	1238	minecraft:creeper_head
E	minecraft:item	1239	minecraft:dragon_head
E	minecraft:item	1240	minecraft:piglin_head
E	minecraft:item	1241	minecraft:nether_star
E	minecraft:item	1242	minecraft:pumpkin_pie
E	minecraft:item	1243	minecraft:firework_rocket
E	minecraft:item	1244	minecraft:firework_star
E	minecraft:item	1245	minecraft:enchanted_book
E	minecraft:item	1246	minecraft:nether_brick
E	minecraft:item	1247	minecraft:resin_brick
E	minecraft:item	1248	minecraft:prismarine_shard
E	minecraft:item	1249	minecraft:prismarine_crystals
E	minecraft:item	1250	minecraft:rabbit
E	minecraft:item	1251	minecraft:cooked_rabbit
E	minecraft:item	1252	minecraft:rabbit_stew
E	minecraft:item	1253	minecraft:rabbit_foot
E	minecraft:item	1254	minecraft:rabbit_hide
E	minecraft:item	1255	minecraft:armor_stand
E	minecraft:item	1256	minecraft:copper_horse_armor
E	minecraft:item	1257	minecraft:iron_horse_armor
E	minecraft:item	1258	minecraft:golden_horse_armor
E	minecraft:item	1259	minecraft:diamond_horse_armor
E	minecraft:item	1260	minecraft:netherite_horse_armor
E	minecraft:item	1261	minecraft:leather_horse_armor
E	minecraft:item	1262	minecraft:lead
E	minecraft:item	1263	minecraft:name_tag
E	minecraft:item	1264	minecraft:command_block_minecart
E	minecraft:item	1265	minecraft:mutton
E	minecraft:item	1266	minecraft:cooked_mutton
E	minecraft:item	1267	minecraft:white_banner
E	minecraft:item	1268	minecraft:orange_banner
E	minecraft:item	1269	minecraft:magenta_banner
E	minecraft:item	1270	minecraft:light_blue_banner
E	minecraft:item	1271	minecraft:yellow_banner
E	minecraft:item	1272	minecraft:lime_banner
E	minecraft:item	1273	minecraft:pink_banner
E	minecraft:item	1274	minecraft:gray_banner
E	minecraft:item	1275	minecraft:light_gray_banner
E	minecraft:item	1276	minecraft:cyan_banner
E	minecraft:item	1277	minecraft:purple_banner
E	minecraft:item	1278	minecraft:blue_banner
E	minecraft:item	1279	minecraft:brown_banner
E	minecraft:item	1280	minecraft:green_banner
E	minecraft:item	1281	minecraft:red_banner
E	minecraft:item	1282	minecraft:black_banner
E	minecraft:item	1283	minecraft:end_crystal
E	minecraft:item	1284	minecraft:chorus_fruit
E	minecraft:item	1285	minecraft:popped_chorus_fruit
E	minecraft:item	1286	minecraft:torchflower_seeds
E	minecraft:item	1287	minecraft:pitcher_pod
E	minecraft:item	1288	minecraft:beetroot
E	minecraft:item	1289	minecraft:beetroot_seeds
E	minecraft:item	1290	minecraft:beetroot_soup
E	minecraft:item	1291	minecraft:dragon_breath
E	minecraft:item	1292	minecraft:splash_potion
E	minecraft:item	1293	minecraft:spectral_arrow
E	minecraft:item	1294	minecraft:tipped_arrow
E	minecraft:item	1295	minecraft:lingering_potion
E	minecraft:item	1296	minecraft:shield
E	minecraft:item	1297	minecraft:wooden_spear
E	minecraft:item	1298	minecraft:stone_spear
E	minecraft:item	1299	minecraft:copper_spear
E	minecraft:item	1300	minecraft:iron_spear
E	minecraft:item	1301	minecraft:golden_spear
E	minecraft:item	1302	minecraft:diamond_spear
E	minecraft:item	1303	minecraft:netherite_spear
E	minecraft:item	1304	minecraft:totem_of_undying
E	minecraft:item	1305	minecraft:shulker_shell
E	minecraft:item	1306	minecraft:iron_nugget
E	minecraft:item	1307	minecraft:copper_nugget
E	minecraft:item	1308	minecraft:knowledge_book
E	minecraft:item	1309	minecraft:debug_stick
E	minecraft:item	1310	minecraft:music_disc_13
E	minecraft:item	1311	minecraft:music_disc_cat
E	minecraft:item	1312	minecraft:music_disc_blocks
E	minecraft:item	1313	minecraft:music_disc_chirp
E	minecraft:item	1314	minecraft:music_disc_creator
E	minecraft:item	1315	minecraft:music_disc_creator_music_box
E	minecraft:item	1316	minecraft:music_disc_far
E	minecraft:item	1317	minecraft:music_disc_lava_chicken
E	minecraft:item	1318	minecraft:music_disc_mall
E	minecraft:item	1319	minecraft:music_disc_mellohi
E	minecraft:item	1320	minecraft:music_disc_stal
E	minecraft:item	1321	minecraft:music_disc_strad
E	minecraft:item	1322	minecraft:music_disc_ward
E	minecraft:item	1323	minecraft:music_disc_11
E	minecraft:item	1324	minecraft:music_disc_wait
E	minecraft:item	1325	minecraft:music_disc_otherside
E	minecraft:item	1326	minecraft:music_disc_relic
E	minecraft:item	1327	minecraft:music_disc_5
E	minecraft:item	1328	minecraft:music_disc_pigstep
E	minecraft:item	1329	minecraft:music_disc_precipice
E	minecraft:item	1330	minecraft:music_disc_tears
E	minecraft:item	1331	minecraft:disc_fragment_5
E	minecraft:item	1332	minecraft:trident
E	minecraft:item	1333	minecraft:nautilus_shell
E	minecraft:item	1334	minecraft:iron_nautilus_armor
E	minecraft:item	1335	minecraft:golden_nautilus_armor
E	minecraft:item	1336	minecraft:diamond_nautilus_armor
E	minecraft:item	1337	minecraft:netherite_nautilus_armor
E	minecraft:item	1338	minecraft:copper_nautilus_armor
E	minecraft:item	1339	minecraft:heart_of_the_sea
E	minecraft:item	1340	minecraft:crossbow
E	minecraft:item	1341	minecraft:suspicious_stew
E	minecraft:item	1342	minecraft:loom
E	minecraft:item	1343	minecraft:flower_banner_pattern
E	minecraft:item	1344	minecraft:creeper_banner_pattern
E	minecraft:item	1345	minecraft:skull_banner_pattern
E	minecraft:item	1346	minecraft:mojang_banner_pattern
E	minecraft:item	1347	minecraft:globe_banner_pattern
E	minecraft:item	1348	minecraft:piglin_banner_pattern
E	minecraft:item	1349	minecraft:flow_banner_pattern
E	minecraft:item	1350	minecraft:guster_banner_pattern
E	minecraft:item	1351	minecraft:field_masoned_banner_pattern
E	minecraft:item	1352	minecraft:bordure_indented_banner_pattern
E	minecraft:item	1353	minecraft:goat_horn
E	minecraft:item	1354	minecraft:composter
E	minecraft:item	1355	minecraft:barrel
E	minecraft:item	1356	minecraft:smoker
E	minecraft:item	1357	minecraft:blast_furnace
E	minecraft:item	1358	minecraft:cartography_table
E	minecraft:item	1359	minecraft:fletching_table
E	minecraft:item	1360	minecraft:grindstone
E	minecraft:item	1361	minecraft:smithing_table
E	minecraft:item	1362	minecraft:stonecutter
E	minecraft:item	1363	minecraft:bell
E	minecraft:item	1364	minecraft:lantern
E	minecraft:item	1365	minecraft:soul_lantern
E	minecraft:item	1366	minecraft:copper_lantern
E	minecraft:item	1367	minecraft:exposed_copper_lantern
E	minecraft:item	1368	minecraft:weathered_copper_lantern
E	minecraft:item	1369	minecraft:oxidized_copper_lantern
E	minecraft:item	1370	minecraft:waxed_copper_lantern
E	minecraft:item	1371	minecraft:waxed_exposed_copper_lantern
E	minecraft:item	1372	minecraft:waxed_weathered_copper_lantern
E	minecraft:item	1373	minecraft:waxed_oxidized_copper_lantern
E	minecraft:item	1374	minecraft:sweet_berries
E	minecraft:item	1375	minecraft:glow_berries
E	minecraft:item	1376	minecraft:campfire
E	minecraft:item	1377	minecraft:soul_campfire
E	minecraft:item	1378	minecraft:shroomlight
E	minecraft:item	1379	minecraft:honeycomb
E	minecraft:item	1380	minecraft:bee_nest
E	minecraft:item	1381	minecraft:beehive
E	minecraft:item	1382	minecraft:honey_bottle
E	minecraft:item	1383	minecraft:honeycomb_block
E	minecraft:item	1384	minecraft:lodestone
E	minecraft:item	1385	minecraft:crying_obsidian
E	minecraft:item	1386	minecraft:blackstone
E	minecraft:item	1387	minecraft:blackstone_slab
E	minecraft:item	1388	minecraft:blackstone_stairs
E	minecraft:item	1389	minecraft:gilded_blackstone
E	minecraft:item	1390	minecraft:polished_blackstone
E	minecraft:item	1391	minecraft:polished_blackstone_slab
E	minecraft:item	1392	minecraft:polished_blackstone_stairs
E	minecraft:item	1393	minecraft:chiseled_polished_blackstone
E	minecraft:item	1394	minecraft:polished_blackstone_bricks
E	minecraft:item	1395	minecraft:polished_blackstone_brick_slab
E	minecraft:item	1396	minecraft:polished_blackstone_brick_stairs
E	minecraft:item	1397	minecraft:cracked_polished_blackstone_bricks
E	minecraft:item	1398	minecraft:respawn_anchor
E	minecraft:item	1399	minecraft:candle
E	minecraft:item	1400	minecraft:white_candle
E	minecraft:item	1401	minecraft:orange_candle
E	minecraft:item	1402	minecraft:magenta_candle
E	minecraft:item	1403	minecraft:light_blue_candle
E	minecraft:item	1404	minecraft:yellow_candle
E	minecraft:item	1405	minecraft:lime_candle
E	minecraft:item	1406	minecraft:pink_candle
E	minecraft:item	1407	minecraft:gray_candle
E	minecraft:item	1408	minecraft:light_gray_candle
E	minecraft:item	1409	minecraft:cyan_candle
E	minecraft:item	1410	minecraft:purple_candle
E	minecraft:item	1411	minecraft:blue_candle
E	minecraft:item	1412	minecraft:brown_candle
E	minecraft:item	1413	minecraft:green_candle
E	minecraft:item	1414	minecraft:red_candle
E	minecraft:item	1415	minecraft:black_candle
E	minecraft:item	1416	minecraft:small_amethyst_bud
E	minecraft:item	1417	minecraft:medium_amethyst_bud
E	minecraft:item	1418	minecraft:large_amethyst_bud
E	minecraft:item	1419	minecraft:amethyst_cluster
E	minecraft:item	1420	minecraft:pointed_dripstone
E	minecraft:item	1421	minecraft:ochre_froglight
E	minecraft:item	1422	minecraft:verdant_froglight
E	minecraft:item	1423	minecraft:pearlescent_froglight
E	minecraft:item	1424	minecraft:frogspawn
E	minecraft:item	1425	minecraft:echo_shard
E	minecraft:item	1426	minecraft:brush
E	minecraft:item	1427	minecraft:netherite_upgrade_smithing_template
E	minecraft:item	1428	minecraft:sentry_armor_trim_smithing_template
E	minecraft:item	1429	minecraft:dune_armor_trim_smithing_template
E	minecraft:item	1430	minecraft:coast_armor_trim_smithing_template
E	minecraft:item	1431	minecraft:wild_armor_trim_smithing_template
E	minecraft:item	1432	minecraft:ward_armor_trim_smithing_template
E	minecraft:item	1433	minecraft:eye_armor_trim_smithing_template
E	minecraft:item	1434	minecraft:vex_armor_trim_smithing_template
E	minecraft:item	1435	minecraft:tide_armor_trim_smithing_template
E	minecraft:item	1436	minecraft:snout_armor_trim_smithing_template
E	minecraft:item	1437	minecraft:rib_armor_trim_smithing_template
E	minecraft:item	1438	minecraft:spire_armor_trim_smithing_template
E	minecraft:item	1439	minecraft:wayfinder_armor_trim_smithing_template
E	minecraft:item	1440	minecraft:shaper_armor_trim_smithing_template
E	minecraft:item	1441	minecraft:silence_armor_trim_smithing_template
E	minecraft:item	1442	minecraft:raiser_armor_trim_smithing_template
E	minecraft:item	1443	minecraft:host_armor_trim_smithing_template
E	minecraft:item	1444	minecraft:flow_armor_trim_smithing_template
E	minecraft:item	1445	minecraft:bolt_armor_trim_smithing_template
E	minecraft:item	1446	minecraft:angler_pottery_sherd
E	minecraft:item	1447	minecraft:archer_pottery_sherd
E	minecraft:item	1448	minecraft:arms_up_pottery_sherd
E	minecraft:item	1449	minecraft:blade_pottery_sherd
E	minecraft:item	1450	minecraft:brewer_pottery_sherd
E	minecraft:item	1451	minecraft:burn_pottery_sherd
E	minecraft:item	1452	minecraft:danger_pottery_sherd
E	minecraft:item	1453	minecraft:explorer_pottery_sherd
E	minecraft:item	1454	minecraft:flow_pottery_sherd
E	minecraft:item	1455	minecraft:friend_pottery_sherd
E	minecraft:item	1456	minecraft:guster_pottery_sherd
E	minecraft:item	1457	minecraft:heart_pottery_sherd
E	minecraft:item	1458	minecraft:heartbreak_pottery_sherd
E	minecraft:item	1459	minecraft:howl_pottery_sherd
E	minecraft:item	1460	minecraft:miner_pottery_sherd
E	minecraft:item	1461	minecraft:mourner_pottery_sherd
E	minecraft:item	1462	minecraft:plenty_pottery_sherd
E	minecraft:item	1463	minecraft:prize_pottery_sherd
E	minecraft:item	1464	minecraft:scrape_pottery_sherd
E	minecraft:item	1465	minecraft:sheaf_pottery_sherd
E	minecraft:item	1466	minecraft:shelter_pottery_sherd
E	minecraft:item	1467	minecraft:skull_pottery_sherd
E	minecraft:item	1468	minecraft:snort_pottery_sherd
E	minecraft:item	1469	minecraft:copper_grate
E	minecraft:item	1470	minecraft:exposed_copper_grate
E	minecraft:item	1471	minecraft:weathered_copper_grate
E	minecraft:item	1472	minecraft:oxidized_copper_grate
E	minecraft:item	1473	minecraft:waxed_copper_grate
E	minecraft:item	1474	minecraft:waxed_exposed_copper_grate
E	minecraft:item	1475	minecraft:waxed_weathered_copper_grate
E	minecraft:item	1476	minecraft:waxed_oxidized_copper_grate
E	minecraft:item	1477	minecraft:copper_bulb
E	minecraft:item	1478	minecraft:exposed_copper_bulb
E	minecraft:item	1479	minecraft:weathered_copper_bulb
E	minecraft:item	1480	minecraft:oxidized_copper_bulb
E	minecraft:item	1481	minecraft:waxed_copper_bulb
E	minecraft:item	1482	minecraft:waxed_exposed_copper_bulb
E	minecraft:item	1483	minecraft:waxed_weathered_copper_bulb
E	minecraft:item	1484	minecraft:waxed_oxidized_copper_bulb
E	minecraft:item	1485	minecraft:copper_chest
E	minecraft:item	1486	minecraft:exposed_copper_chest
E	minecraft:item	1487	minecraft:weathered_copper_chest
E	minecraft:item	1488	minecraft:oxidized_copper_chest
E	minecraft:item	1489	minecraft:waxed_copper_chest
E	minecraft:item	1490	minecraft:waxed_exposed_copper_chest
E	minecraft:item	1491	minecraft:waxed_weathered_copper_chest
E	minecraft:item	1492	minecraft:waxed_oxidized_copper_chest
E	minecraft:item	1493	minecraft:copper_golem_statue
E	minecraft:item	1494	minecraft:exposed_copper_golem_statue
E	minecraft:item	1495	minecraft:weathered_copper_golem_statue
E	minecraft:item	1496	minecraft:oxidized_copper_golem_statue
E	minecraft:item	1497	minecraft:waxed_copper_golem_statue
E	minecraft:item	1498	minecraft:waxed_exposed_copper_golem_statue
E	minecraft:item	1499	minecraft:waxed_weathered_copper_golem_statue
E	minecraft:item	1500	minecraft:waxed_oxidized_copper_golem_statue
E	minecraft:item	1501	minecraft:trial_spawner
E	minecraft:item	1502	minecraft:trial_key
E	minecraft:item	1503	minecraft:ominous_trial_key
E	minecraft:item	1504	minecraft:vault
E	minecraft:item	1505	minecraft:ominous_bottle
REG	minecraft:mob_effect	40
E	minecraft:mob_effect	0	minecraft:speed
E	minecraft:mob_effect	1	minecraft:slowness
E	minecraft:mob_effect	2	minecraft:haste
E	minecraft:mob_effect	3	minecraft:mining_fatigue
E	minecraft:mob_effect	4	minecraft:strength
E	minecraft:mob_effect	5	minecraft:instant_health
E	minecraft:mob_effect	6	minecraft:instant_damage
E	minecraft:mob_effect	7	minecraft:jump_boost
E	minecraft:mob_effect	8	minecraft:nausea
E	minecraft:mob_effect	9	minecraft:regeneration
E	minecraft:mob_effect	10	minecraft:resistance
E	minecraft:mob_effect	11	minecraft:fire_resistance
E	minecraft:mob_effect	12	minecraft:water_breathing
E	minecraft:mob_effect	13	minecraft:invisibility
E	minecraft:mob_effect	14	minecraft:blindness
E	minecraft:mob_effect	15	minecraft:night_vision
E	minecraft:mob_effect	16	minecraft:hunger
E	minecraft:mob_effect	17	minecraft:weakness
E	minecraft:mob_effect	18	minecraft:poison
E	minecraft:mob_effect	19	minecraft:wither
E	minecraft:mob_effect	20	minecraft:health_boost
E	minecraft:mob_effect	21	minecraft:absorption
E	minecraft:mob_effect	22	minecraft:saturation
E	minecraft:mob_effect	23	minecraft:glowing
E	minecraft:mob_effect	24	minecraft:levitation
E	minecraft:mob_effect	25	minecraft:luck
E	minecraft:mob_effect	26	minecraft:unluck
E	minecraft:mob_effect	27	minecraft:slow_falling
E	minecraft:mob_effect	28	minecraft:conduit_power
E	minecraft:mob_effect	29	minecraft:dolphins_grace
E	minecraft:mob_effect	30	minecraft:bad_omen
E	minecraft:mob_effect	31	minecraft:hero_of_the_village
E	minecraft:mob_effect	32	minecraft:darkness
E	minecraft:mob_effect	33	minecraft:trial_omen
E	minecraft:mob_effect	34	minecraft:raid_omen
E	minecraft:mob_effect	35	minecraft:wind_charged
E	minecraft:mob_effect	36	minecraft:weaving
E	minecraft:mob_effect	37	minecraft:oozing
E	minecraft:mob_effect	38	minecraft:infested
E	minecraft:mob_effect	39	minecraft:breath_of_the_nautilus
REG	minecraft:sound_event	1902
E	minecraft:sound_event	0	minecraft:entity.allay.ambient_with_item
E	minecraft:sound_event	1	minecraft:entity.allay.ambient_without_item
E	minecraft:sound_event	2	minecraft:entity.allay.death
E	minecraft:sound_event	3	minecraft:entity.allay.hurt
E	minecraft:sound_event	4	minecraft:entity.allay.item_given
E	minecraft:sound_event	5	minecraft:entity.allay.item_taken
E	minecraft:sound_event	6	minecraft:entity.allay.item_thrown
E	minecraft:sound_event	7	minecraft:ambient.cave
E	minecraft:sound_event	8	minecraft:ambient.basalt_deltas.additions
E	minecraft:sound_event	9	minecraft:ambient.basalt_deltas.loop
E	minecraft:sound_event	10	minecraft:ambient.basalt_deltas.mood
E	minecraft:sound_event	11	minecraft:ambient.crimson_forest.additions
E	minecraft:sound_event	12	minecraft:ambient.crimson_forest.loop
E	minecraft:sound_event	13	minecraft:ambient.crimson_forest.mood
E	minecraft:sound_event	14	minecraft:ambient.nether_wastes.additions
E	minecraft:sound_event	15	minecraft:ambient.nether_wastes.loop
E	minecraft:sound_event	16	minecraft:ambient.nether_wastes.mood
E	minecraft:sound_event	17	minecraft:ambient.soul_sand_valley.additions
E	minecraft:sound_event	18	minecraft:ambient.soul_sand_valley.loop
E	minecraft:sound_event	19	minecraft:ambient.soul_sand_valley.mood
E	minecraft:sound_event	20	minecraft:ambient.warped_forest.additions
E	minecraft:sound_event	21	minecraft:ambient.warped_forest.loop
E	minecraft:sound_event	22	minecraft:ambient.warped_forest.mood
E	minecraft:sound_event	23	minecraft:ambient.underwater.enter
E	minecraft:sound_event	24	minecraft:ambient.underwater.exit
E	minecraft:sound_event	25	minecraft:ambient.underwater.loop
E	minecraft:sound_event	26	minecraft:ambient.underwater.loop.additions
E	minecraft:sound_event	27	minecraft:ambient.underwater.loop.additions.rare
E	minecraft:sound_event	28	minecraft:ambient.underwater.loop.additions.ultra_rare
E	minecraft:sound_event	29	minecraft:block.amethyst_block.break
E	minecraft:sound_event	30	minecraft:block.amethyst_block.chime
E	minecraft:sound_event	31	minecraft:block.amethyst_block.fall
E	minecraft:sound_event	32	minecraft:block.amethyst_block.hit
E	minecraft:sound_event	33	minecraft:block.amethyst_block.place
E	minecraft:sound_event	34	minecraft:block.amethyst_block.resonate
E	minecraft:sound_event	35	minecraft:block.amethyst_block.step
E	minecraft:sound_event	36	minecraft:block.amethyst_cluster.break
E	minecraft:sound_event	37	minecraft:block.amethyst_cluster.fall
E	minecraft:sound_event	38	minecraft:block.amethyst_cluster.hit
E	minecraft:sound_event	39	minecraft:block.amethyst_cluster.place
E	minecraft:sound_event	40	minecraft:block.amethyst_cluster.step
E	minecraft:sound_event	41	minecraft:block.ancient_debris.break
E	minecraft:sound_event	42	minecraft:block.ancient_debris.step
E	minecraft:sound_event	43	minecraft:block.ancient_debris.place
E	minecraft:sound_event	44	minecraft:block.ancient_debris.hit
E	minecraft:sound_event	45	minecraft:block.ancient_debris.fall
E	minecraft:sound_event	46	minecraft:block.anvil.break
E	minecraft:sound_event	47	minecraft:block.anvil.destroy
E	minecraft:sound_event	48	minecraft:block.anvil.fall
E	minecraft:sound_event	49	minecraft:block.anvil.hit
E	minecraft:sound_event	50	minecraft:block.anvil.land
E	minecraft:sound_event	51	minecraft:block.anvil.place
E	minecraft:sound_event	52	minecraft:block.anvil.step
E	minecraft:sound_event	53	minecraft:block.anvil.use
E	minecraft:sound_event	54	minecraft:entity.armadillo.eat
E	minecraft:sound_event	55	minecraft:entity.armadillo.hurt
E	minecraft:sound_event	56	minecraft:entity.armadillo.hurt_reduced
E	minecraft:sound_event	57	minecraft:entity.armadillo.ambient
E	minecraft:sound_event	58	minecraft:entity.armadillo.step
E	minecraft:sound_event	59	minecraft:entity.armadillo.death
E	minecraft:sound_event	60	minecraft:entity.armadillo.roll
E	minecraft:sound_event	61	minecraft:entity.armadillo.land
E	minecraft:sound_event	62	minecraft:entity.armadillo.scute_drop
E	minecraft:sound_event	63	minecraft:entity.armadillo.unroll_finish
E	minecraft:sound_event	64	minecraft:entity.armadillo.peek
E	minecraft:sound_event	65	minecraft:entity.armadillo.unroll_start
E	minecraft:sound_event	66	minecraft:entity.armadillo.brush
E	minecraft:sound_event	67	minecraft:item.armor.equip_chain
E	minecraft:sound_event	68	minecraft:item.armor.equip_diamond
E	minecraft:sound_event	69	minecraft:item.armor.equip_elytra
E	minecraft:sound_event	70	minecraft:item.armor.equip_generic
E	minecraft:sound_event	71	minecraft:item.armor.equip_gold
E	minecraft:sound_event	72	minecraft:item.armor.equip_iron
E	minecraft:sound_event	73	minecraft:item.armor.equip_leather
E	minecraft:sound_event	74	minecraft:item.armor.equip_copper
E	minecraft:sound_event	75	minecraft:item.armor.equip_netherite
E	minecraft:sound_event	76	minecraft:item.armor.equip_turtle
E	minecraft:sound_event	77	minecraft:item.armor.equip_wolf
E	minecraft:sound_event	78	minecraft:item.armor.unequip_wolf
E	minecraft:sound_event	79	minecraft:item.armor.equip_nautilus
E	minecraft:sound_event	80	minecraft:item.armor.unequip_nautilus
E	minecraft:sound_event	81	minecraft:entity.armor_stand.break
E	minecraft:sound_event	82	minecraft:entity.armor_stand.fall
E	minecraft:sound_event	83	minecraft:entity.armor_stand.hit
E	minecraft:sound_event	84	minecraft:entity.armor_stand.place
E	minecraft:sound_event	85	minecraft:entity.arrow.hit
E	minecraft:sound_event	86	minecraft:entity.arrow.hit_player
E	minecraft:sound_event	87	minecraft:entity.arrow.shoot
E	minecraft:sound_event	88	minecraft:item.axe.strip
E	minecraft:sound_event	89	minecraft:item.axe.scrape
E	minecraft:sound_event	90	minecraft:item.axe.wax_off
E	minecraft:sound_event	91	minecraft:entity.axolotl.attack
E	minecraft:sound_event	92	minecraft:entity.axolotl.death
E	minecraft:sound_event	93	minecraft:entity.axolotl.hurt
E	minecraft:sound_event	94	minecraft:entity.axolotl.idle_air
E	minecraft:sound_event	95	minecraft:entity.axolotl.idle_water
E	minecraft:sound_event	96	minecraft:entity.axolotl.splash
E	minecraft:sound_event	97	minecraft:entity.axolotl.swim
E	minecraft:sound_event	98	minecraft:block.azalea.break
E	minecraft:sound_event	99	minecraft:block.azalea.fall
E	minecraft:sound_event	100	minecraft:block.azalea.hit
E	minecraft:sound_event	101	minecraft:block.azalea.place
E	minecraft:sound_event	102	minecraft:block.azalea.step
E	minecraft:sound_event	103	minecraft:block.azalea_leaves.break
E	minecraft:sound_event	104	minecraft:block.azalea_leaves.fall
E	minecraft:sound_event	105	minecraft:block.azalea_leaves.hit
E	minecraft:sound_event	106	minecraft:block.azalea_leaves.place
E	minecraft:sound_event	107	minecraft:block.azalea_leaves.step
E	minecraft:sound_event	108	minecraft:entity.baby_nautilus.ambient
E	minecraft:sound_event	109	minecraft:entity.baby_nautilus.ambient_land
E	minecraft:sound_event	110	minecraft:entity.baby_nautilus.death
E	minecraft:sound_event	111	minecraft:entity.baby_nautilus.death_land
E	minecraft:sound_event	112	minecraft:entity.baby_nautilus.eat
E	minecraft:sound_event	113	minecraft:entity.baby_nautilus.hurt
E	minecraft:sound_event	114	minecraft:entity.baby_nautilus.hurt_land
E	minecraft:sound_event	115	minecraft:entity.nautilus.riding
E	minecraft:sound_event	116	minecraft:entity.baby_nautilus.swim
E	minecraft:sound_event	117	minecraft:block.bamboo.break
E	minecraft:sound_event	118	minecraft:block.bamboo.fall
E	minecraft:sound_event	119	minecraft:block.bamboo.hit
E	minecraft:sound_event	120	minecraft:block.bamboo.place
E	minecraft:sound_event	121	minecraft:block.bamboo.step
E	minecraft:sound_event	122	minecraft:block.bamboo_sapling.break
E	minecraft:sound_event	123	minecraft:block.bamboo_sapling.hit
E	minecraft:sound_event	124	minecraft:block.bamboo_sapling.place
E	minecraft:sound_event	125	minecraft:block.bamboo_wood.break
E	minecraft:sound_event	126	minecraft:block.bamboo_wood.fall
E	minecraft:sound_event	127	minecraft:block.bamboo_wood.hit
E	minecraft:sound_event	128	minecraft:block.bamboo_wood.place
E	minecraft:sound_event	129	minecraft:block.bamboo_wood.step
E	minecraft:sound_event	130	minecraft:block.bamboo_wood_door.close
E	minecraft:sound_event	131	minecraft:block.bamboo_wood_door.open
E	minecraft:sound_event	132	minecraft:block.bamboo_wood_trapdoor.close
E	minecraft:sound_event	133	minecraft:block.bamboo_wood_trapdoor.open
E	minecraft:sound_event	134	minecraft:block.bamboo_wood_button.click_off
E	minecraft:sound_event	135	minecraft:block.bamboo_wood_button.click_on
E	minecraft:sound_event	136	minecraft:block.bamboo_wood_pressure_plate.click_off
E	minecraft:sound_event	137	minecraft:block.bamboo_wood_pressure_plate.click_on
E	minecraft:sound_event	138	minecraft:block.bamboo_wood_fence_gate.close
E	minecraft:sound_event	139	minecraft:block.bamboo_wood_fence_gate.open
E	minecraft:sound_event	140	minecraft:block.barrel.close
E	minecraft:sound_event	141	minecraft:block.barrel.open
E	minecraft:sound_event	142	minecraft:block.basalt.break
E	minecraft:sound_event	143	minecraft:block.basalt.step
E	minecraft:sound_event	144	minecraft:block.basalt.place
E	minecraft:sound_event	145	minecraft:block.basalt.hit
E	minecraft:sound_event	146	minecraft:block.basalt.fall
E	minecraft:sound_event	147	minecraft:entity.bat.ambient
E	minecraft:sound_event	148	minecraft:entity.bat.death
E	minecraft:sound_event	149	minecraft:entity.bat.hurt
E	minecraft:sound_event	150	minecraft:entity.bat.loop
E	minecraft:sound_event	151	minecraft:entity.bat.takeoff
E	minecraft:sound_event	152	minecraft:block.beacon.activate
E	minecraft:sound_event	153	minecraft:block.beacon.ambient
E	minecraft:sound_event	154	minecraft:block.beacon.deactivate
